id,text1,text2
RU-532-SYSTEM-REFERENCE-PG,"юрий маленченко ушел в декабре 2018-го .
ходили слухи , что опытнейшему космонавту , к которому не было никаких нареканий с профессиональной стороны , так и не простили женитьбу на американке .
хотя возможны более глубинные причины .
маленченко предоставили должность советника , а вместо него стать первым заместителем начальника цпк предложили юрчихину .
но его кандидатура не всех устраивала в руководстве центра .
",кандидатуру федора юрчихина на пост первого заместителя главы цпк поддержали коллеги-космонавты и промышленники
RU-532-REFERENCE-SYSTEM-PG,кандидатуру федора юрчихина на пост первого заместителя главы цпк поддержали коллеги-космонавты и промышленники,"юрий маленченко ушел в декабре 2018-го .
ходили слухи , что опытнейшему космонавту , к которому не было никаких нареканий с профессиональной стороны , так и не простили женитьбу на американке .
хотя возможны более глубинные причины .
маленченко предоставили должность советника , а вместо него стать первым заместителем начальника цпк предложили юрчихину .
но его кандидатура не всех устраивала в руководстве центра .
"
RU-532-SYSTEM-REFERENCE-BERT,власов обещал возить космонавтов на байконур уже с лета,кандидатуру федора юрчихина на пост первого заместителя главы цпк поддержали коллеги-космонавты и промышленники
RU-532-REFERENCE-SYSTEM-BERT,кандидатуру федора юрчихина на пост первого заместителя главы цпк поддержали коллеги-космонавты и промышленники,власов обещал возить космонавтов на байконур уже с лета
RU-128-SYSTEM-REFERENCE-PG,"только за жизнь собрались поговорить ! —
двое мужчин в костюмах растерянно стоят у ограждения .
кажется , вечер пятницы у них уже начался .
по пиджакам течет вода , однако молодые люди тупо смотрят на информационную бумажку .
потом разворачиваются и идут в направлении покровских ворот .
и таких немало : за дождливые четверть часа четыре парочки — две однополые , две разнополые — попытались на яму зайти , но недоуменно ушли восвояси .
","по официальной информации, «амфитеатр» на открытом воздухе закрыли на реставрацию"
RU-128-REFERENCE-SYSTEM-PG,"по официальной информации, «амфитеатр» на открытом воздухе закрыли на реставрацию","только за жизнь собрались поговорить ! —
двое мужчин в костюмах растерянно стоят у ограждения .
кажется , вечер пятницы у них уже начался .
по пиджакам течет вода , однако молодые люди тупо смотрят на информационную бумажку .
потом разворачиваются и идут в направлении покровских ворот .
и таких немало : за дождливые четверть часа четыре парочки — две однополые , две разнополые — попытались на яму зайти , но недоуменно ушли восвояси .
"
RU-128-SYSTEM-REFERENCE-BERT,"« мк » выяснил , какие места в белого города стоят в столице","по официальной информации, «амфитеатр» на открытом воздухе закрыли на реставрацию"
RU-128-REFERENCE-SYSTEM-BERT,"по официальной информации, «амфитеатр» на открытом воздухе закрыли на реставрацию","« мк » выяснил , какие места в белого города стоят в столице"
RU-483-SYSTEM-REFERENCE-PG,"« <unk> отражения в учете фактов хозяйственной жизни » — на 308 млрд рублей .
на втором месте — « нарушения федеральных законов и постановлений правительства рф при использовании средств федерального бюджета , а также при оказании услуг населению госучреждениями » .
таких злоупотреблений аудиторы насчитали на 73,6 млрд рублей .
к слову , в докладе сп говорится не только о нарушениях при исполнении бюджета .
",доклад счетной палаты поразил серьезными просчетами правительства в прогнозировании доходов
RU-483-REFERENCE-SYSTEM-PG,доклад счетной палаты поразил серьезными просчетами правительства в прогнозировании доходов,"« <unk> отражения в учете фактов хозяйственной жизни » — на 308 млрд рублей .
на втором месте — « нарушения федеральных законов и постановлений правительства рф при использовании средств федерального бюджета , а также при оказании услуг населению госучреждениями » .
таких злоупотреблений аудиторы насчитали на 73,6 млрд рублей .
к слову , в докладе сп говорится не только о нарушениях при исполнении бюджета .
"
RU-483-SYSTEM-REFERENCE-BERT,"власти прогнозировали достижение планки в 12 , 3 %",доклад счетной палаты поразил серьезными просчетами правительства в прогнозировании доходов
RU-483-REFERENCE-SYSTEM-BERT,доклад счетной палаты поразил серьезными просчетами правительства в прогнозировании доходов,"власти прогнозировали достижение планки в 12 , 3 %"
RU-167-SYSTEM-REFERENCE-PG,"жалко метро выходит на поверхность .
жалко , что не совсем — как на старой филевской линии или между « волгоградским проспектом » и « текстильщиками » , а внутри унылого крытого коридора , напоминающего ангар .
точно так же напоминает ангар и сама станция « филатов луг » : веселая желтая краска и белые металлические фермы .
стекло , металл , облагороженный бетон .
","«мк» выяснил, кому и для чего нужна подземка посреди зеленых холмов и частной застройки"
RU-167-REFERENCE-SYSTEM-PG,"«мк» выяснил, кому и для чего нужна подземка посреди зеленых холмов и частной застройки","жалко метро выходит на поверхность .
жалко , что не совсем — как на старой филевской линии или между « волгоградским проспектом » и « текстильщиками » , а внутри унылого крытого коридора , напоминающего ангар .
точно так же напоминает ангар и сама станция « филатов луг » : веселая желтая краска и белые металлические фермы .
стекло , металл , облагороженный бетон .
"
RU-167-SYSTEM-REFERENCE-BERT,"спецкор « мк » выяснил , почему на станции « филатов луг »","«мк» выяснил, кому и для чего нужна подземка посреди зеленых холмов и частной застройки"
RU-167-REFERENCE-SYSTEM-BERT,"«мк» выяснил, кому и для чего нужна подземка посреди зеленых холмов и частной застройки","спецкор « мк » выяснил , почему на станции « филатов луг »"
RU-179-SYSTEM-REFERENCE-PG,"« шьют » .
пока административное .
но сам факт !
власть оскорблена .
точнее - ее представитель , сенатор елена мизулина посчитала себя оскорбленной статьей в « мк » , где говорилось про требование сектоведа дворкина запретить йогу в сизо ( его письмо мизулина переправила в генпрокуратуру с просьбой провести проверку ) .
",зампрокурора москвы инициировал проверку публикаций о законности занятий в сизо
RU-179-REFERENCE-SYSTEM-PG,зампрокурора москвы инициировал проверку публикаций о законности занятий в сизо,"« шьют » .
пока административное .
но сам факт !
власть оскорблена .
точнее - ее представитель , сенатор елена мизулина посчитала себя оскорбленной статьей в « мк » , где говорилось про требование сектоведа дворкина запретить йогу в сизо ( его письмо мизулина переправила в генпрокуратуру с просьбой провести проверку ) .
"
RU-179-SYSTEM-REFERENCE-BERT,сенатор елена мизулина посчитала себя оскорбленной статьей в « мк »,зампрокурора москвы инициировал проверку публикаций о законности занятий в сизо
RU-179-REFERENCE-SYSTEM-BERT,зампрокурора москвы инициировал проверку публикаций о законности занятий в сизо,сенатор елена мизулина посчитала себя оскорбленной статьей в « мк »
RU-371-SYSTEM-REFERENCE-PG,"андрей медведев , баллотирующийся по 9-му избирательному округу ( тимирязевский , савеловский , беговой , хорошевский районы и часть бескудникова ) .
в интервью « мк » кандидат рассказал , как была организована работа штаба для успешного сбора .
","кандидат в мосгордуму по 9-му округу рассказал, как была организована работа его команды"
RU-371-REFERENCE-SYSTEM-PG,"кандидат в мосгордуму по 9-му округу рассказал, как была организована работа его команды","андрей медведев , баллотирующийся по 9-му избирательному округу ( тимирязевский , савеловский , беговой , хорошевский районы и часть бескудникова ) .
в интервью « мк » кандидат рассказал , как была организована работа штаба для успешного сбора .
"
RU-371-SYSTEM-REFERENCE-BERT,"сборщики в тимирязевском районе рассказали , как были сборщики подписей","кандидат в мосгордуму по 9-му округу рассказал, как была организована работа его команды"
RU-371-REFERENCE-SYSTEM-BERT,"кандидат в мосгордуму по 9-му округу рассказал, как была организована работа его команды","сборщики в тимирязевском районе рассказали , как были сборщики подписей"
RU-639-SYSTEM-REFERENCE-PG,"этот музыкальный детектив растянулся на несколько лет .
все началось с того , что ольга кормухина согласилась записать новую версию песни « кукушка » для большого проекта , посвященного пятидесятилетию виктора цоя .
усилиями певицы , а также композитора и аранжировщика алексея белова песня обрела звучание , в корне отличающееся от оригинала .
","певица получила экспертное заключение, на основе которого собралась подать иск"
RU-639-REFERENCE-SYSTEM-PG,"певица получила экспертное заключение, на основе которого собралась подать иск","этот музыкальный детектив растянулся на несколько лет .
все началось с того , что ольга кормухина согласилась записать новую версию песни « кукушка » для большого проекта , посвященного пятидесятилетию виктора цоя .
усилиями певицы , а также композитора и аранжировщика алексея белова песня обрела звучание , в корне отличающееся от оригинала .
"
RU-639-SYSTEM-REFERENCE-BERT,"певица призналась , что ее иск не финансовый , речь идет о принципиальной позиции","певица получила экспертное заключение, на основе которого собралась подать иск"
RU-639-REFERENCE-SYSTEM-BERT,"певица получила экспертное заключение, на основе которого собралась подать иск","певица призналась , что ее иск не финансовый , речь идет о принципиальной позиции"
RU-3-SYSTEM-REFERENCE-PG,"это история дамы средних лет , которая внезапно поняла , что она одинока , и решила совершить отчаянный поступок .
на своей странице в соцсети артистка рассказала о работе : « касайся » — маленькая история одного одиночества .
мы все , восторженные романтики , в юности читали омара хайяма : « ... ты лучше голодай , чем что попало есть , и лучше будь один , чем вместе с кем попало » .
но как же порой невыносимо тяжело нести это бремя гордого одиночества ...",а слегка нетрезвая алла михеева прокатилась по питеру в кабриолете
