id,text1,text2
RU-502-TRAP-SAME,"по ее словам, нельзя позволить, чтобы народ разбаловался слишком уж доступными потребкредитами.
цб сделает «двойной выстрел», чтобы отбить у людей тягу к займам","цб сделает «двойной выстрел», чтобы отбить у людей тягу к займам"
RU-272-TRAP-SAME,"потом мне пришла повестка, и я год отслужил в армии.
«с одной стороны, хотел вернуться в россию, с другой — хотел остаться в доминикане, где мне было хорошо»","«с одной стороны, хотел вернуться в россию, с другой — хотел остаться в доминикане, где мне было хорошо»"
RU-585-TRAP-SAME,"выяснилось, что на мужчине «висит» долг - 56 тысяч рублей. -
за сергеем григорьевым числится долг за квартиру, который он «контролирует»","за сергеем григорьевым числится долг за квартиру, который он «контролирует»"
RU-698-TRAP-SAME,"я знаю, что мой снимок русские друзья послали ей как раз ко дню рождения.
«мк» выяснил, как знаменитый экономист «засветилась» на крыше московского троллейбуса","«мк» выяснил, как знаменитый экономист «засветилась» на крыше московского троллейбуса"
RU-59-TRAP-SAME,"не исключено, что одной из назначенных экспертиз будет проверка подростка на вменяемость.
не исключено, что одной из назначенных экспертиз будет проверка подростка на вменяемость","не исключено, что одной из назначенных экспертиз будет проверка подростка на вменяемость"
RU-738-TRAP-SAME,"а это надо делать всем.
""чтобы пациенты из других стран ехали в россию лечиться, надо избавить нашу медицину от грязи""","""чтобы пациенты из других стран ехали в россию лечиться, надо избавить нашу медицину от грязи"""
RU-81-TRAP-SAME,"дачная амнистия» давала возможность обойтись без уведомлений - достаточно было технического плана и декларации.
оформление прав на жилые и садовые дома будет осуществляться в прежнем упрощенном порядке",оформление прав на жилые и садовые дома будет осуществляться в прежнем упрощенном порядке
RU-34-TRAP-SAME,"как выяснилось, вручение сувениров на выборах в казахстанской глубинке — это что-то вроде местной традиции.
обозреватель «мк» передает из казахстанской глуши, где тоже выбирали президента","обозреватель «мк» передает из казахстанской глуши, где тоже выбирали президента"
RU-242-TRAP-SAME,"некоторые заметки с митинга на проспекте сахарова: девушка с плакатом «я из н.новгорода, но мне не все равно!»…
на субботнем митинге на проспекте сахарова, по данным столичного мвд, собралось 12 тысяч участников","на субботнем митинге на проспекте сахарова, по данным столичного мвд, собралось 12 тысяч участников"
RU-406-TRAP-SAME,"вернемся в приемную «мк» — средоточие людей, идей, комедий и трагедий, пространство, пронизанное вечной напряженкой.
приемная «мк» — средоточие людей, идей, комедий и трагедий, пространство, пронизанное вечной напряженкой","приемная «мк» — средоточие людей, идей, комедий и трагедий, пространство, пронизанное вечной напряженкой"
RU-627-TRAP-SAME,"другой вопрос, что такого уникального сочетания удобства, доступности, качественного репертуара и универсальности, как было в «соловье», действительно в москве больше нет.
«такого уникального сочетания удобства, доступности, качественного репертуара в москве больше нет»","«такого уникального сочетания удобства, доступности, качественного репертуара в москве больше нет»"
RU-538-TRAP-SAME,"смотрите видео по теме: «неудачное десантирование боевых машин на учениях ""центр"" попало на видео» 00:50
что может грозить виновным в крушении двух боевых машин десанта",что может грозить виновным в крушении двух боевых машин десанта
RU-320-TRAP-SAME,"восхваляю в общем.
«он работал в такси, подъехал в ресторан и привез кассеты со своими песнями»","«он работал в такси, подъехал в ресторан и привез кассеты со своими песнями»"
RU-105-TRAP-SAME,"цыгане, кстати, тоже боятся приезжать.
цыгане просят не привлекать селян к ответственности — боятся новых инцидентов",цыгане просят не привлекать селян к ответственности — боятся новых инцидентов
RU-729-TRAP-SAME,"согласно подсчетам экспертов, для победы на выборах любой из сторон хватит успеха в 4 из этих 6 колеблющихся штатов.
согласно данным по ключевым штатам, эксцентричный политик имеет хорошие шансы на переизбрание","согласно данным по ключевым штатам, эксцентричный политик имеет хорошие шансы на переизбрание"
RU-755-TRAP-SAME,"но хорошо помню, как он относился к дочери от первого брака.
первую жену, умершую при странных обстоятельствах, он называл такими же словами, как анастасию ещенко в суде","первую жену, умершую при странных обстоятельствах, он называл такими же словами, как анастасию ещенко в суде"
RU-746_504-TRAP-DIFFERENT,"генсеку не хватило пяти дней, чтобы история советского союза пошла совершенно иным путем","мамам и папам стоит вспомнить, как они сами узнали «про это»"
RU-270_733-TRAP-DIFFERENT,соседки рассказала интересный факт о погибшей: наталья получила доступ к закрытому сайту своего возлюбленно и рассталась с ним,"один при этом назвал их «фигурой речи», второй, наоборот, усилил смысл"
RU-146_349-TRAP-DIFFERENT,все столичные образовательные учреждения реконструируют по единому стандарту и оснастят новейшим оборудованием,"если будет воля действующего лидера, бывшего сдаст его же окружение"
RU-308_594-TRAP-DIFFERENT,хозяева «ничейных» домов должны заявить о своих правах до 1 марта 2021 года,самая дорогая пьянка в шоу-бизнесе обошлась артисту в 7 млн руб.
RU-142_743-TRAP-DIFFERENT,"для регистрации ребенка, выношенного по договору, не нужно будет идти в суд","королева поэтов русского зарубежья рассказала «мк», как пишется на зеленом континенте"
RU-35_725-TRAP-DIFFERENT,наша «неухоженная повседневность» — бескрайнее пространство для проявления всех ее видов,"тренерский штаб объявил список футболистов, которые будут готовиться к бельгии и сан-марино"
RU-234_362-TRAP-DIFFERENT,член исполкома рфс прокомментировал заявления экс-главного тренера сборной россии по футболу,"друг и коллега летчика – героя, спасшего 266 пассажиров, рассказал о его жизни в сызрани"
RU-43_35-TRAP-DIFFERENT,что изменилось для жителей юго-востока столицы после открытия некрасовской линии,наша «неухоженная повседневность» — бескрайнее пространство для проявления всех ее видов
RU-189_611-TRAP-DIFFERENT,"рок-леди надеется встретить свою судьбу на концерте и утверждает, что сама она «уютная»",открытая часть заседания по апелляции в связи с самооговором продлилась четыре минуты
RU-274_278-TRAP-DIFFERENT,"краевед: «копия останется копией, хотя думаю, это будет даже не она, а архитектурное решение «по мотивам»","автор скандальных законов не считает, что посягает на конституционные права граждан"
RU-356_31-TRAP-DIFFERENT,«такое усиление контроля не имеет ничего общего с интересами государства»,все это время она как ни в чем не бывало ходила на работу
RU-243_316-TRAP-DIFFERENT,"он сделал постановку о себе, хотя формально речь о китайском порнографе",худрук театра у никитских ворот рассказал о планах поставить набоковскую «лолиту» и пьесу о покушении на ленина
RU-453_477-TRAP-DIFFERENT,"знаменитый художник пригласил ее в москву, где познакомил с культурной жизнью столицы и помог материально",ситуация с найденным в сша экс-сотрудником администрации президента может быть провокацией
RU-327_370-TRAP-DIFFERENT,"пришлось бы добираться до хельсинки, покупать новый билет и лететь в тбилиси",прошлое и настоящее второго пилота георгия мурзина вспомнили учителя и знакомые
RU-80_731-TRAP-DIFFERENT,"экс-глава уефа чувствовал, что президент франции заинтересован в проведении чм в катаре","""я увидела потенциал своего ребенка и поняла красоту этой дисциплины"""
RU-205_742-TRAP-DIFFERENT,"поиски пока не дали результатов, но власти надеются найти ребенка живым","и заметили, что опасны те люди, у которых нет денег"
RU-525_522-TRAP-DIFFERENT,"юлия завгородняя, которой настя помогла при такой же болезни, молится о чуде для актрисы","денис боков: ""уход за пожилыми — задача не только сферы социального обслуживания, она общая"""
RU-97_153-TRAP-DIFFERENT,в 1989-м при разгоне многотысячного митинга здесь погибло 19 человек,бело-голубые уступили в полуфинале кубка америки бразильцам и вновь остались без титула
RU-735_524-TRAP-DIFFERENT,"россиянин, любящий поворчать на «чужаков», тем не менее боится смуты и хаоса",на фоне криптовалюты дурова россия проявила нерешительность совещание у силуанова опять отложили
RU-188_477-TRAP-DIFFERENT,среди предлагаемых клиентов джеффри эпштейна могли быть монаршие особы и политики,ситуация с найденным в сша экс-сотрудником администрации президента может быть провокацией
RU-110_113-TRAP-DIFFERENT,"«а что, мы должны из-за денег от всего отказываться: от морали, от патриотизма?»",директор рассказала о трудностях работы с детьми из неблагополучных семей
RU-746_676-TRAP-DIFFERENT,"генсеку не хватило пяти дней, чтобы история советского союза пошла совершенно иным путем",как жизнь в самом кинематографическом районе москвы превратилась для местных в сплошную проблему
RU-350_278-TRAP-DIFFERENT,"член банды «тверские волки» александр агеев разделался с «жалобщиком», выигравшим процесс в еспч","автор скандальных законов не считает, что посягает на конституционные права граждан"
RU-104_694-TRAP-DIFFERENT,в гости к москвичам приехал самый старый клуб в мире,"""мой сложный характер не променяю ни на что на свете"""
RU-182_281-TRAP-DIFFERENT,"строительный комплекс действует в рамках оптимальной стратегии, утверждает марат хуснуллин","35-летний глеб живет в доме, где когда-то получал квартиру отравленный шпион"
RU-708_611-TRAP-DIFFERENT,"вступают в силу законы о кредитах, суверенном рунете и мигрантах",открытая часть заседания по апелляции в связи с самооговором продлилась четыре минуты
RU-132_527-TRAP-DIFFERENT,«на закрытие сезона обязательно приглашаем звезду – сейчас вот был толстых»,минприроды оценило соответствующие запасы страны почти в 100 триллионов рублей
RU-279_673-TRAP-DIFFERENT,"интересные показания в замоскворецком суде дала посетительница, которая была свидетелем побега дениса чуприкова",в московской области построен крупнейший в россии распределительный центр компании «леруа мерлен»
RU-363_721-TRAP-DIFFERENT,проблема «взаимоотношений» лайнеров с пернатыми до сих пор остается актуальной,"история александра смольникова, которому поставили фальшивый диагноз и поместили в интернат"
RU-531_261-TRAP-DIFFERENT,с момента получения взятки до убийства прошло чуть более получаса,"в подмосковье открылась семейная зона отдыха, где посетителей ожидают развлечения на любой вкус"
